word,sentence1,sentence2,Class,string,same,ambiguity_type,disambiguating_word1,disambiguating_word2,version,mean_relatedness,median_relatedness,diff,count,sd_relatedness,se_relatedness,v1,v2,dominance_sentence2,sd_dominance_sentence2
fan,They had a zealous fan.,They had an enthusiastic fan.,N,fan,TRUE,Homonymy,zealous,enthusiastic,M2_a_M2_b,3.272727273,4,0.727272727,11,1.61807967,0.487869377,M2_a,M2_b,,
file,She had a text file.,She had a nail file.,N,file,FALSE,Homonymy,text,nail,M1_a_M2_a,0.214285714,0,0.214285714,14,0.5789342239999999,0.15472668,M1_a,M2_a,-0.136363636,1.52113537
file,She had a text file.,She had a steel file.,N,file,FALSE,Homonymy,text,steel,M1_a_M2_b,0.384615385,0,0.384615385,13,0.650443636,0.180400606,M1_a,M2_b,-1.045454545,1.0900971
file,She had a data file.,She had a nail file.,N,file,FALSE,Homonymy,data,nail,M1_b_M2_a,0.083333333,0,0.083333333,12,0.288675135,0.083333333,M1_b,M2_a,-1.3,1.251665557
file,She had a data file.,She had a steel file.,N,file,FALSE,Homonymy,data,steel,M1_b_M2_b,0.25,0,0.25,12,0.6215815610000001,0.179435141,M1_b,M2_b,-1.208333333,0.9770927
file,She had a text file.,She had a data file.,N,file,TRUE,Homonymy,text,data,M1_a_M1_b,3.6,4,0.4,10,0.516397779,0.163299316,M1_a,M1_b,,
file,She had a nail file.,She had a steel file.,N,file,TRUE,Homonymy,nail,steel,M2_a_M2_b,1.8125,2,0.1875,16,1.327591805,0.331897951,M2_a,M2_b,,
film,It was an action film.,It was a transparent film.,N,film,FALSE,Polysemy,action,transparent,M1_a_M2_a,1.222222222,2,0.7777777779999999,9,1.201850425,0.400616808,M1_a,M2_a,-1.117647059,0.9275204136012628
film,It was an action film.,It was a plastic film.,N,film,FALSE,Polysemy,action,plastic,M1_a_M2_b,0.3888888889999999,0,0.3888888889999999,18,0.6978023390000001,0.164473589,M1_a,M2_b,-1.1875,1.327591805
film,It was a censored film.,It was a transparent film.,N,film,FALSE,Polysemy,censored,transparent,M1_b_M2_a,1.4444444440000002,2,0.5555555560000001,9,1.5092308559999998,0.503076952,M1_b,M2_a,-1.068965517,1.2515999612712498
film,It was a censored film.,It was a plastic film.,N,film,FALSE,Polysemy,censored,plastic,M1_b_M2_b,0.066666667,0,0.066666667,15,0.25819889,0.066666667,M1_b,M2_b,-0.625,1.5
film,It was an action film.,It was a censored film.,N,film,TRUE,Polysemy,action,censored,M1_a_M1_b,3.8,4,0.2,10,0.421637021,0.133333333,M1_a,M1_b,,
film,It was a transparent film.,It was a plastic film.,N,film,TRUE,Polysemy,transparent,plastic,M2_a_M2_b,3.4375,4,0.5625,16,0.81394103,0.203485257,M2_a,M2_b,,
fix,They fixed the radio.,They fixed the date.,V,fixed,FALSE,Polysemy,radio,date,M1_a_M2_a,1.833333333,2,0.166666667,12,1.466804401,0.423429958,M1_a,M2_a,-0.9,1.071152847
fix,They fixed the radio.,They fixed the price.,V,fixed,FALSE,Polysemy,radio,price,M1_a_M2_b,1.333333333,1,0.333333333,9,0.7071067809999999,0.23570226,M1_a,M2_b,-0.928571429,1.328057327
fix,They fixed the dishwasher.,They fixed the date.,V,fixed,FALSE,Polysemy,dishwasher,date,M1_b_M2_a,0.833333333,0.5,0.333333333,12,1.193416283,0.344509606,M1_b,M2_a,-1.730769231,0.452344321
fix,They fixed the dishwasher.,They fixed the price.,V,fixed,FALSE,Polysemy,dishwasher,price,M1_b_M2_b,0.7,0.5,0.2,10,0.8232726020000001,0.260341656,M1_b,M2_b,-0.555555556,1.580105068
fix,They fixed the radio.,They fixed the dishwasher.,V,fixed,TRUE,Polysemy,radio,dishwasher,M1_a_M1_b,3.904761905,4,0.095238095,21,0.3007926039999999,0.065638327,M1_a,M1_b,,
fix,They fixed the date.,They fixed the price.,V,fixed,TRUE,Polysemy,date,price,M2_a_M2_b,2.615384615,3,0.384615385,13,1.386750491,0.384615385,M2_a,M2_b,,
foundation,It was a charitable foundation.,It was a wooden foundation.,N,foundation,FALSE,Polysemy,charitable,wooden,M1_a_M2_a,0.583333333,0,0.583333333,12,0.792961461,0.228908257,M1_a,M2_a,-0.833333333,1.382665797
foundation,It was a charitable foundation.,It was a concrete foundation.,N,foundation,FALSE,Polysemy,charitable,concrete,M1_a_M2_b,1,0,1,16,1.460593487,0.365148372,M1_a,M2_b,0.2916666666666669,1.36665783
foundation,It was an educational foundation.,It was a wooden foundation.,N,foundation,FALSE,Polysemy,educational,wooden,M1_b_M2_a,0.75,0.5,0.25,8,1.035098339,0.365962527,M1_b,M2_a,-0.277777778,1.487420015
foundation,It was an educational foundation.,It was a concrete foundation.,N,foundation,FALSE,Polysemy,educational,concrete,M1_b_M2_b,1.5555555559999998,1,0.5555555560000001,9,1.5092308559999998,0.503076952,M1_b,M2_b,0.555555556,1.3382263161373795
foundation,It was a charitable foundation.,It was an educational foundation.,N,foundation,TRUE,Polysemy,charitable,educational,M1_a_M1_b,3.066666667,4,0.933333333,15,1.334523279,0.3445724289999999,M1_a,M1_b,,
foundation,It was a wooden foundation.,It was a concrete foundation.,N,foundation,TRUE,Polysemy,wooden,concrete,M2_a_M2_b,3.764705882,4,0.235294118,17,0.562295715,0.136376743,M2_a,M2_b,,
function,It was a mathematical function.,It was a social function.,N,function,FALSE,Polysemy,mathematical,social,M1_a_M2_a,0.933333333,0,0.933333333,15,1.279880947,0.330463839,M1_a,M2_a,-0.1,1.5183093090325002
function,It was a mathematical function.,It was a business function.,N,function,FALSE,Polysemy,mathematical,business,M1_a_M2_b,0.2666666669999999,0,0.2666666669999999,15,0.59361684,0.153271209,M1_a,M2_b,-0.571428571,1.3255726525328102
function,It was a linear function.,It was a social function.,N,function,FALSE,Polysemy,linear,social,M1_b_M2_a,0.2,0,0.2,10,0.421637021,0.133333333,M1_b,M2_a,-0.086956522,1.5049326012773303
function,It was a linear function.,It was a business function.,N,function,FALSE,Polysemy,linear,business,M1_b_M2_b,0.5,0,0.5,12,0.674199862,0.194624736,M1_b,M2_b,-0.785714286,1.251372872
function,It was a mathematical function.,It was a linear function.,N,function,TRUE,Polysemy,mathematical,linear,M1_a_M1_b,3.75,4,0.25,12,0.6215815610000001,0.179435141,M1_a,M1_b,,
function,It was a social function.,It was a business function.,N,function,TRUE,Polysemy,social,business,M2_a_M2_b,3.384615385,4,0.615384615,13,0.960768923,0.266469355,M2_a,M2_b,,
ground,He was on the firm ground.,He was on the camp ground.,N,ground,FALSE,Polysemy,firm,camp,M1_a_M2_a,2.285714286,2,0.285714286,14,1.204387583,0.321886121,M1_a,M2_a,0.166666667,1.72353945
ground,He was on the firm ground.,He was on the parade ground.,N,ground,FALSE,Polysemy,firm,parade,M1_a_M2_b,1.846153846,2,0.153846154,13,1.344504484,0.372898451,M1_a,M2_b,-1.210526316,0.917662935
ground,He was on the frozen ground.,He was on the camp ground.,N,ground,FALSE,Polysemy,frozen,camp,M1_b_M2_a,2.923076923,3,0.076923077,13,1.037749043,0.287819799,M1_b,M2_a,-0.272727273,1.351606388
ground,He was on the frozen ground.,He was on the parade ground.,N,ground,FALSE,Polysemy,frozen,parade,M1_b_M2_b,3.5,4,0.5,10,0.7071067809999999,0.223606798,M1_b,M2_b,-1,1.290994449
ground,He was on the firm ground.,He was on the frozen ground.,N,ground,TRUE,Polysemy,firm,frozen,M1_a_M1_b,3.615384615,4,0.384615385,13,0.7679476479999999,0.212990355,M1_a,M1_b,,
ground,He was on the camp ground.,He was on the parade ground.,N,ground,TRUE,Polysemy,camp,parade,M2_a_M2_b,3.285714286,4,0.7142857140000001,14,1.4373357530000002,0.3841441379999999,M2_a,M2_b,,
guard,They liked the night guard.,They liked the coast guard.,N,guard,FALSE,Polysemy,night,coast,M1_a_M2_a,2.647058824,3,0.352941176,17,1.538716042,0.373193457,M1_a,M2_a,0.1052631578947369,1.486783883
guard,They liked the night guard.,They liked the national guard.,N,guard,FALSE,Polysemy,night,national,M1_a_M2_b,1.777777778,2,0.222222222,9,1.6414763,0.547158767,M1_a,M2_b,-0.3125,1.400892573
guard,They liked the security guard.,They liked the coast guard.,N,guard,FALSE,Polysemy,security,coast,M1_b_M2_a,3.615384615,4,0.384615385,13,0.7679476479999999,0.212990355,M1_b,M2_a,-0.85,1.308876577
guard,They liked the security guard.,They liked the national guard.,N,guard,FALSE,Polysemy,security,national,M1_b_M2_b,3.454545455,4,0.545454545,11,0.8201995320000001,0.247299464,M1_b,M2_b,-0.956521739,1.2605287804426002
guard,They liked the night guard.,They liked the security guard.,N,guard,TRUE,Polysemy,night,security,M1_a_M1_b,3.454545455,4,0.545454545,11,1.213559752,0.3659020329999999,M1_a,M1_b,,
guard,They liked the coast guard.,They liked the national guard.,N,guard,TRUE,Polysemy,coast,national,M2_a_M2_b,3.8125,4,0.1875,16,0.543905629,0.135976407,M2_a,M2_b,,
guide,He had an assembly guide.,He had a talkative guide.,N,guide,FALSE,Polysemy,assembly,talkative,M1_a_M2_a,2.333333333,2.5,0.166666667,12,1.435481125,0.414387707,M1_a,M2_a,0.523809524,1.400680107
guide,He had an assembly guide.,He had a friendly guide.,N,guide,FALSE,Polysemy,assembly,friendly,M1_a_M2_b,2.25,2,0.25,12,1.288057029,0.371830036,M1_a,M2_b,0.6923076923076921,1.250640861
guide,He had a TV guide.,He had a talkative guide.,N,guide,FALSE,Polysemy,TV,talkative,M1_b_M2_a,1.1875,1,0.1875,16,0.910585892,0.227646473,M1_b,M2_a,0.4,1.4142135623731005
guide,He had a TV guide.,He had a friendly guide.,N,guide,FALSE,Polysemy,TV,friendly,M1_b_M2_b,1,0.5,0.5,10,1.154700538,0.365148372,M1_b,M2_b,0.052631579,1.432700799
guide,He had an assembly guide.,He had a TV guide.,N,guide,TRUE,Polysemy,assembly,TV,M1_a_M1_b,2.272727273,2,0.272727273,11,1.2720777559999998,0.383545875,M1_a,M1_b,,
guide,He had a talkative guide.,He had a friendly guide.,N,guide,TRUE,Polysemy,talkative,friendly,M2_a_M2_b,3.875,4,0.125,16,0.341565026,0.085391256,M2_a,M2_b,,
hail,They hailed a cab.,They hailed a friend.,V,hailed,FALSE,Polysemy,cab,friend,M1_a_M2_a,2.4,2,0.4,15,1.183215957,0.305505046,M1_a,M2_a,-1.2,0.957427108
hail,They hailed a cab.,They hailed a guest.,V,hailed,FALSE,Polysemy,cab,guest,M1_a_M2_b,1.727272727,2,0.272727273,11,1.190874392,0.359062139,M1_a,M2_b,-1.210526316,0.713282504
hail,They hailed a taxi.,They hailed a friend.,V,hailed,FALSE,Polysemy,taxi,friend,M1_b_M2_a,2.692307692,3,0.307692308,13,1.250640861,0.346865366,M1_b,M2_a,-0.866666667,1.060098827
hail,They hailed a taxi.,They hailed a guest.,V,hailed,FALSE,Polysemy,taxi,guest,M1_b_M2_b,2.1,2,0.1,10,1.370320319,0.433333333,M1_b,M2_b,-1.052631579,1.17727011
hail,They hailed a cab.,They hailed a taxi.,V,hailed,TRUE,Polysemy,cab,taxi,M1_a_M1_b,4,4,0,9,0,0,M1_a,M1_b,,
hail,They hailed a friend.,They hailed a guest.,V,hailed,TRUE,Polysemy,friend,guest,M2_a_M2_b,3.315789474,4,0.684210526,19,1.108183277,0.25423468,M2_a,M2_b,,
home,It was a summer home.,It was a funeral home.,N,home,FALSE,Polysemy,summer,funeral,M1_a_M2_a,2.153846154,2,0.153846154,13,0.800640769,0.222057796,M1_a,M2_a,-0.565217391,1.440520328
home,It was a summer home.,It was a nursing home.,N,home,FALSE,Polysemy,summer,nursing,M1_a_M2_b,3.421052632,4,0.578947368,19,1.017392608,0.233405872,M1_a,M2_b,0,1.463850109
home,It was a childhood home.,It was a funeral home.,N,home,FALSE,Polysemy,childhood,funeral,M1_b_M2_a,2.076923077,2,0.076923077,13,1.441153384,0.3997040329999999,M1_b,M2_a,-1.142857143,1.406421693
home,It was a childhood home.,It was a nursing home.,N,home,FALSE,Polysemy,childhood,nursing,M1_b_M2_b,3.5,4,0.5,8,0.7559289459999999,0.267261242,M1_b,M2_b,-0.807692308,1.470217148
home,It was a summer home.,It was a childhood home.,N,home,TRUE,Polysemy,summer,childhood,M1_a_M1_b,3.818181818,4,0.181818182,11,0.404519917,0.121967344,M1_a,M1_b,,
home,It was a funeral home.,It was a nursing home.,N,home,TRUE,Polysemy,funeral,nursing,M2_a_M2_b,2.8461538460000004,3,0.153846154,13,1.14354375,0.317161971,M2_a,M2_b,,
intelligence,They had natural intelligence.,They had classified intelligence.,N,intelligence,FALSE,Polysemy,natural,classified,M1_a_M2_a,1.8,1,0.8,15,1.473576795,0.380475892,M1_a,M2_a,-0.666666667,1.372609912
intelligence,They had natural intelligence.,They had military intelligence.,N,intelligence,FALSE,Polysemy,natural,military,M1_a_M2_b,3.333333333,4,0.666666667,9,0.866025404,0.288675135,M1_a,M2_b,-1.368421053,0.9551338658818392
intelligence,They had innate intelligence.,They had classified intelligence.,N,intelligence,FALSE,Polysemy,innate,classified,M1_b_M2_a,2.333333333,2,0.333333333,9,1.118033989,0.372677996,M1_b,M2_a,-0.789473684,1.315672509
intelligence,They had innate intelligence.,They had military intelligence.,N,intelligence,FALSE,Polysemy,innate,military,M1_b_M2_b,3.3125,3.5,0.1875,16,0.7932002690000001,0.198300067,M1_b,M2_b,-0.75,1.125462868
intelligence,They had natural intelligence.,They had innate intelligence.,N,intelligence,TRUE,Polysemy,natural,innate,M1_a_M1_b,3.545454545,4,0.454545455,11,0.934198733,0.281671516,M1_a,M1_b,,
intelligence,They had classified intelligence.,They had military intelligence.,N,intelligence,TRUE,Polysemy,classified,military,M2_a_M2_b,3.588235294,4,0.411764706,17,0.71228712,0.172755002,M2_a,M2_b,,
issue,It was a sensitive issue.,It was a weekly issue.,N,issue,FALSE,Polysemy,sensitive,weekly,M1_a_M2_a,0.8,0,0.8,10,1.316561177,0.4163332,M1_a,M2_a,-1.090909091,1.108799905
issue,It was a sensitive issue.,It was a special issue.,N,issue,FALSE,Polysemy,sensitive,special,M1_a_M2_b,3.4444444439999997,4,0.5555555560000001,9,1.013793755,0.337931252,M1_a,M2_b,-1.166666667,1.098126747
issue,It was a political issue.,It was a weekly issue.,N,issue,FALSE,Polysemy,political,weekly,M1_b_M2_a,1.75,1,0.75,12,1.5447859519999998,0.4459412929999999,M1_b,M2_a,-1.0625,0.928708781
issue,It was a political issue.,It was a special issue.,N,issue,FALSE,Polysemy,political,special,M1_b_M2_b,2.235294118,2,0.235294118,17,1.521898969,0.3691147179999999,M1_b,M2_b,-1.272727273,0.88273483
issue,It was a sensitive issue.,It was a political issue.,N,issue,TRUE,Polysemy,sensitive,political,M1_a_M1_b,3.8,4,0.2,15,0.560611911,0.144749373,M1_a,M1_b,,
issue,It was a weekly issue.,It was a special issue.,N,issue,TRUE,Polysemy,weekly,special,M2_a_M2_b,2.642857143,3,0.357142857,14,1.446860945,0.386689853,M2_a,M2_b,,
jam,It was a blackberry jam.,It was a traffic jam.,N,jam,FALSE,Homonymy,blackberry,traffic,M1_a_M2_a,0.071428571,0,0.071428571,14,0.267261242,0.071428571,M1_a,M2_a,0.045454545,1.617678311
jam,It was a blackberry jam.,It was a paper jam.,N,jam,FALSE,Homonymy,blackberry,paper,M1_a_M2_b,0.538461538,0,0.538461538,13,1.126601424,0.312463016,M1_a,M2_b,-1,1.264911064
jam,It was a peach jam.,It was a traffic jam.,N,jam,FALSE,Homonymy,peach,traffic,M1_b_M2_a,0,0,0,12,0,0,M1_b,M2_a,-0.105263158,1.5949481650269397
jam,It was a peach jam.,It was a paper jam.,N,jam,FALSE,Homonymy,peach,paper,M1_b_M2_b,0.066666667,0,0.066666667,15,0.25819889,0.066666667,M1_b,M2_b,-0.714285714,1.309307341
jam,It was a blackberry jam.,It was a peach jam.,N,jam,TRUE,Homonymy,blackberry,peach,M1_a_M1_b,4,4,0,13,0,0,M1_a,M1_b,,
jam,It was a traffic jam.,It was a paper jam.,N,jam,TRUE,Homonymy,traffic,paper,M2_a_M2_b,2.1,2,0.1,10,1.197219,0.37859389,M2_a,M2_b,,
key,It was a duplicate key.,It was a delete key.,N,key,FALSE,Polysemy,duplicate,delete,M1_a_M2_a,1.076923077,1,0.076923077,13,1.441153384,0.3997040329999999,M1_a,M2_a,-0.454545455,1.503243247
key,It was a duplicate key.,It was a backspace key.,N,key,FALSE,Polysemy,duplicate,backspace,M1_a_M2_b,0.454545455,0,0.454545455,11,0.8201995320000001,0.247299464,M1_a,M2_b,-0.523809524,1.503963019
key,It was a master key.,It was a delete key.,N,key,FALSE,Polysemy,master,delete,M1_b_M2_a,0.75,0,0.75,12,1.215431087,0.350864733,M1_b,M2_a,-1.066666667,1.162919151
key,It was a master key.,It was a backspace key.,N,key,FALSE,Polysemy,master,backspace,M1_b_M2_b,0.916666667,1,0.083333333,12,0.99620492,0.2875795889999999,M1_b,M2_b,-0.35,1.6311119875071298
key,It was a duplicate key.,It was a master key.,N,key,TRUE,Polysemy,duplicate,master,M1_a_M1_b,3.909090909,4,0.090909091,11,0.301511345,0.090909091,M1_a,M1_b,,
key,It was a delete key.,It was a backspace key.,N,key,TRUE,Polysemy,delete,backspace,M2_a_M2_b,3.666666667,4,0.333333333,18,0.6859943409999999,0.161690417,M2_a,M2_b,,
lamb,They liked the marinated lamb.,They liked the cute lamb.,N,lamb,FALSE,Polysemy,marinated,cute,M1_a_M2_a,3.3,3.5,0.2,10,0.8232726020000001,0.260341656,M1_a,M2_a,-0.277777778,1.601673961
lamb,They liked the marinated lamb.,They liked the friendly lamb.,N,lamb,FALSE,Polysemy,marinated,friendly,M1_a_M2_b,3,3,0,12,1.206045378,0.348155312,M1_a,M2_b,-0.55,1.468081455
lamb,They liked the grilled lamb.,They liked the cute lamb.,N,lamb,FALSE,Polysemy,grilled,cute,M1_b_M2_a,3.4666666669999997,4,0.533333333,15,0.639940473,0.16523192,M1_b,M2_a,0.466666667,1.4573295865416005
lamb,They liked the grilled lamb.,They liked the friendly lamb.,N,lamb,FALSE,Polysemy,grilled,friendly,M1_b_M2_b,3.294117647,4,0.705882353,17,1.046703509,0.25386289,M1_b,M2_b,-1.04,1.135781669
lamb,They liked the marinated lamb.,They liked the grilled lamb.,N,lamb,TRUE,Polysemy,marinated,grilled,M1_a_M1_b,4,4,0,12,0,0,M1_a,M1_b,,
lamb,They liked the cute lamb.,They liked the friendly lamb.,N,lamb,TRUE,Polysemy,cute,friendly,M2_a_M2_b,3.636363636000001,4,0.363636364,11,1.206045378,0.363636364,M2_a,M2_b,,
lap,She lapped the milk.,She lapped the runners.,V,lapped,FALSE,Homonymy,milk,runners,M1_a_M2_a,0.2,0,0.2,15,0.414039336,0.1069044969999999,M1_a,M2_a,1,1.028991511
lap,She lapped the milk.,She lapped the competitors.,V,lapped,FALSE,Homonymy,milk,competitors,M1_a_M2_b,0.333333333,0,0.333333333,12,0.492365964,0.142133811,M1_a,M2_b,1,1.224744871
lap,She lapped the water.,She lapped the runners.,V,lapped,FALSE,Homonymy,water,runners,M1_b_M2_a,0.333333333,0,0.333333333,12,0.887625365,0.256235372,M1_b,M2_a,0.6111111111111109,1.3779306261410702
lap,She lapped the water.,She lapped the competitors.,V,lapped,FALSE,Homonymy,water,competitors,M1_b_M2_b,0.5,0.5,0,10,0.5270462770000001,0.166666667,M1_b,M2_b,0.6190476190476191,1.2440333788203002
lap,She lapped the milk.,She lapped the water.,V,lapped,TRUE,Homonymy,milk,water,M1_a_M1_b,3.625,4,0.375,8,0.51754917,0.1829812639999999,M1_a,M1_b,,
lap,She lapped the runners.,She lapped the competitors.,V,lapped,TRUE,Homonymy,runners,competitors,M2_a_M2_b,3.45,4,0.55,20,0.998683344,0.2233123839999999,M2_a,M2_b,,
load,She loaded the gun.,She loaded the truck.,V,loaded,FALSE,Polysemy,gun,truck,M1_a_M2_a,2.142857143,2,0.142857143,7,1.069044968,0.404061018,M1_a,M2_a,0.5714285714285711,1.434274331
load,She loaded the gun.,She loaded the van.,V,loaded,FALSE,Polysemy,gun,van,M1_a_M2_b,2.4666666669999997,2,0.466666667,15,1.125462868,0.290593263,M1_a,M2_b,1.058823529,0.899346168
load,She loaded the rifle.,She loaded the truck.,V,loaded,FALSE,Polysemy,rifle,truck,M1_b_M2_a,2.538461538,2,0.538461538,13,0.967417922,0.268313456,M1_b,M2_a,0.736842105,1.284181766
load,She loaded the rifle.,She loaded the van.,V,loaded,FALSE,Polysemy,rifle,van,M1_b_M2_b,2.5,2.5,0,14,0.759554525,0.202999486,M1_b,M2_b,0.952380952,1.203170415
load,She loaded the gun.,She loaded the rifle.,V,loaded,TRUE,Polysemy,gun,rifle,M1_a_M1_b,4,4,0,14,0,0,M1_a,M1_b,,
load,She loaded the truck.,She loaded the van.,V,loaded,TRUE,Polysemy,truck,van,M2_a_M2_b,4,4,0,14,0,0,M2_a,M2_b,,
lock,She had curly locks.,She had window locks.,N,locks,FALSE,Homonymy,curly,window,M1_a_M2_a,0,0,0,13,0,0,M1_a,M2_a,0.7894736842105259,1.315672509
lock,She had curly locks.,She had door locks.,N,locks,FALSE,Homonymy,curly,door,M1_a_M2_b,0,0,0,10,0,0,M1_a,M2_b,1.238095238,1.1791845447071398
lock,She had brown locks.,She had window locks.,N,locks,FALSE,Homonymy,brown,window,M1_b_M2_a,0.210526316,0,0.210526316,19,0.535303379,0.122807018,M1_b,M2_a,1.25,0.98907071
lock,She had brown locks.,She had door locks.,N,locks,FALSE,Homonymy,brown,door,M1_b_M2_b,0.333333333,0,0.333333333,12,0.6513389470000001,0.188025358,M1_b,M2_b,1.285714286,0.825420306
lock,She had curly locks.,She had brown locks.,N,locks,TRUE,Homonymy,curly,brown,M1_a_M1_b,3.785714286,4,0.214285714,14,0.5789342239999999,0.15472668,M1_a,M1_b,,
lock,She had window locks.,She had door locks.,N,locks,TRUE,Homonymy,window,door,M2_a_M2_b,3.5555555560000003,4,0.444444444,9,0.726483157,0.242161052,M2_a,M2_b,,
lunch,They liked the hot lunch.,They liked the afternoon lunch.,N,lunch,FALSE,Polysemy,hot,afternoon,M1_a_M2_a,3.785714286,4,0.214285714,14,0.425815314,0.11380393,M1_a,M2_a,0.3928571428571429,1.370030703
lunch,They liked the hot lunch.,They liked the women's lunch.,N,lunch,FALSE,Polysemy,hot,women,M1_a_M2_b,3.388888889,4,0.611111111,18,1.036900863,0.244399877,M1_a,M2_b,-0.8125,1.470544117
lunch,They liked the sandwich lunch.,They liked the afternoon lunch.,N,lunch,FALSE,Polysemy,sandwich,afternoon,M1_b_M2_a,3.857142857,4,0.142857143,7,0.3779644729999999,0.142857143,M1_b,M2_a,0.666666667,1.290994449
lunch,They liked the sandwich lunch.,They liked the women's lunch.,N,lunch,FALSE,Polysemy,sandwich,women,M1_b_M2_b,3.583333333,4,0.416666667,12,0.792961461,0.228908257,M1_b,M2_b,-0.578947368,1.538967528
lunch,They liked the hot lunch.,They liked the sandwich lunch.,N,lunch,TRUE,Polysemy,hot,sandwich,M1_a_M1_b,3.933333333,4,0.066666667,15,0.25819889,0.066666667,M1_a,M1_b,,
lunch,They liked the afternoon lunch.,They liked the women's lunch.,N,lunch,TRUE,Polysemy,afternoon,women,M2_a_M2_b,4,4,0,11,0,0,M2_a,M2_b,,
market,He liked the flea market.,He liked the housing market.,N,market,FALSE,Polysemy,flea,housing,M1_a_M2_a,2.555555556,3,0.444444444,9,0.881917104,0.293972368,M1_a,M2_a,-0.705882353,1.358524286
market,He liked the flea market.,He liked the stock market.,N,market,FALSE,Polysemy,flea,stock,M1_a_M2_b,2.285714286,2.5,0.214285714,14,1.4373357530000002,0.3841441379999999,M1_a,M2_b,-0.05,1.571958216
market,He liked the fish market.,He liked the housing market.,N,market,FALSE,Polysemy,fish,housing,M1_b_M2_a,2.263157895,2,0.263157895,19,1.484815936,0.340640138,M1_b,M2_a,-0.631578947,1.6736694986296698
market,He liked the fish market.,He liked the stock market.,N,market,FALSE,Polysemy,fish,stock,M1_b_M2_b,1.9,2,0.1,10,1.286683938,0.406885187,M1_b,M2_b,-0.5,1.535298947
market,He liked the flea market.,He liked the fish market.,N,market,TRUE,Polysemy,flea,fish,M1_a_M1_b,3.923076923,4,0.076923077,13,0.277350098,0.076923077,M1_a,M1_b,,
market,He liked the housing market.,He liked the stock market.,N,market,TRUE,Polysemy,housing,stock,M2_a_M2_b,3.083333333,3,0.083333333,12,1.164500153,0.3361622379999999,M2_a,M2_b,,
match,It was a lit match.,It was a soccer match.,N,match,FALSE,Homonymy,lit,soccer,M1_a_M2_a,0.111111111,0,0.111111111,9,0.333333333,0.111111111,M1_a,M2_a,0.19047619,1.4359334113756002
match,It was a lit match.,It was a tennis match.,N,match,FALSE,Homonymy,lit,tennis,M1_a_M2_b,0,0,0,9,0,0,M1_a,M2_b,0.294117647,1.571810496
match,It was a burning match.,It was a soccer match.,N,match,FALSE,Homonymy,burning,soccer,M1_b_M2_a,0.3125,0,0.3125,16,0.7932002690000001,0.198300067,M1_b,M2_a,0.25,1.5517392618742702
match,It was a burning match.,It was a tennis match.,N,match,FALSE,Homonymy,burning,tennis,M1_b_M2_b,0.5555555560000001,0,0.5555555560000001,18,1.1490263,0.270828096,M1_b,M2_b,0.7,1.218281793
match,It was a lit match.,It was a burning match.,N,match,TRUE,Homonymy,lit,burning,M1_a_M1_b,4,4,0,10,0,0,M1_a,M1_b,,
match,It was a soccer match.,It was a tennis match.,N,match,TRUE,Homonymy,soccer,tennis,M2_a_M2_b,3.666666667,4,0.333333333,15,1.046536237,0.2702144939999999,M2_a,M2_b,,
medicine,It was cough medicine.,It was orthopedic medicine.,N,medicine,FALSE,Polysemy,cough,orthopedic,M1_a_M2_a,2.666666667,3,0.333333333,15,1.112697281,0.287297202,M1_a,M2_a,-1.454545455,0.738548946
medicine,It was cough medicine.,It was veterinary medicine.,N,medicine,FALSE,Polysemy,cough,veterinary,M1_a_M2_b,2.444444444,2,0.444444444,9,1.424000624,0.474666875,M1_a,M2_b,-1.222222222,0.942809042
medicine,It was prescription medicine.,It was orthopedic medicine.,N,medicine,FALSE,Polysemy,prescription,orthopedic,M1_b_M2_a,3.222222222,4,0.7777777779999999,9,1.092906421,0.36430214,M1_b,M2_a,-1.055555556,0.872604096
medicine,It was prescription medicine.,It was veterinary medicine.,N,medicine,FALSE,Polysemy,prescription,veterinary,M1_b_M2_b,3.5,4,0.5,10,1.08012345,0.341565026,M1_b,M2_b,-1.1,1.1652874052533602
medicine,It was cough medicine.,It was prescription medicine.,N,medicine,TRUE,Polysemy,cough,prescription,M1_a_M1_b,3.5625,4,0.4375,16,1.093541647,0.273385412,M1_a,M1_b,,
medicine,It was orthopedic medicine.,It was veterinary medicine.,N,medicine,TRUE,Polysemy,orthopedic,veterinary,M2_a_M2_b,3.833333333,4,0.166666667,18,0.514495755,0.121267813,M2_a,M2_b,,
message,There was a phone message.,There was an urgent message.,N,message,FALSE,Polysemy,phone,urgent,M1_a_M2_a,3.5,3.5,0,10,0.5270462770000001,0.166666667,M1_a,M2_a,0.047619048,1.5961262630566102
message,There was a phone message.,There was a clear message.,N,message,FALSE,Polysemy,phone,clear,M1_a_M2_b,2.125,2.5,0.375,8,0.991031209,0.3503824439999999,M1_a,M2_b,-0.047619048,1.283596139
message,There was a computer message.,There was an urgent message.,N,message,FALSE,Polysemy,computer,urgent,M1_b_M2_a,3,3,0,15,1.133893419,0.292770022,M1_b,M2_a,0.266666667,1.099783528
message,There was a computer message.,There was a clear message.,N,message,FALSE,Polysemy,computer,clear,M1_b_M2_b,2.8125,3,0.1875,16,1.046820583,0.261705146,M1_b,M2_b,-0.571428571,1.630074494
message,There was a phone message.,There was a computer message.,N,message,TRUE,Polysemy,phone,computer,M1_a_M1_b,3.727272727,4,0.272727273,11,0.646669791,0.194978278,M1_a,M1_b,,
